id,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
8339,2012-09-12,brun,31.0,11.0,30241.0,M,licence,geologie,76.02,non,1
8340,2012-11-26,blond,44.0,15.0,30836.0,F,licence,geologie,82.54,non,0
8341,2012-02-07,chatain,40.0,6.0,32200.0,F,master,geologie,74.17,non,0
8342,2012-11-24,brun,55.0,8.0,28077.0,F,master,geologie,87.83,non,0
8343,2013-08-07,brun,34.0,10.0,30935.0,M,master,forage,75.53,non,1
8344,2011-08-07,blond,27.0,9.0,27906.0,M,master,geologie,81.66,non,0
8345,2014-01-15,,41.0,7.0,38364.0,F,master,geologie,90.52,non,0
8346,2014-09-26,roux,29.0,8.0,32234.0,M,bac,geologie,67.6,non,0
8347,2014-04-16,blond,27.0,9.0,31016.0,M,licence,forage,87.8,non,1
8348,2014-07-23,brun,41.0,7.0,42164.0,M,licence,archeologie,58.09,oui,0
8349,2013-01-27,blond,27.0,7.0,34612.0,M,bac,geologie,46.94,non,0
8350,2014-12-20,chatain,22.0,8.0,36912.0,F,master,forage,71.26,oui,0
8351,2013-10-24,brun,20.0,7.0,36958.0,M,bac,geologie,11.59,non,0
8352,2011-06-27,blond,44.0,7.0,30199.0,F,licence,geologie,76.67,non,0
8353,2010-11-21,roux,44.0,11.0,33273.0,F,licence,archeologie,67.25,non,0
8354,2011-04-05,blond,38.0,10.0,29181.0,F,master,forage,93.95,non,0
8355,2011-12-02,brun,26.0,12.0,31338.0,F,bac,archeologie,71.08,non,1
8356,2013-10-01,chatain,28.0,13.0,32669.0,M,doctorat,geologie,79.59,non,0
8357,2012-05-05,chatain,37.0,12.0,32755.0,F,master,forage,90.36,oui,0
8358,2012-02-24,chatain,24.0,7.0,39119.0,M,master,forage,61.02,oui,0
8359,2014-01-15,blond,32.0,6.0,38974.0,F,licence,detective,93.83,non,0
8360,2014-10-30,chatain,9.0,11.0,24816.0,M,doctorat,forage,99.56,oui,0
8361,2014-09-18,blond,36.0,10.0,30654.0,M,master,detective,96.23,oui,0
8362,2013-01-25,roux,32.0,10.0,36838.0,M,bac,geologie,46.1,non,0
8363,2010-07-01,brun,22.0,11.0,35999.0,F,master,detective,89.69,oui,0
8364,2012-07-31,roux,31.0,11.0,32784.0,M,licence,forage,65.32,oui,0
8365,2013-10-26,chatain,34.0,11.0,35179.0,F,master,forage,64.76,non,0
8366,2010-04-25,blond,35.0,10.0,32767.0,M,licence,geologie,77.58,non,0
8367,2014-10-14,roux,14.0,8.0,32507.0,M,bac,geologie,53.56,non,0
8368,2014-02-13,blond,26.0,7.0,33521.0,M,licence,geologie,66.0,non,0
8369,2013-03-15,blond,40.0,9.0,37295.0,M,master,geologie,98.31,oui,1
8370,2012-07-01,chatain,24.0,6.0,36274.0,F,master,detective,102.8,oui,0
8371,2012-10-11,brun,57.0,10.0,44859.0,M,licence,forage,65.97,oui,0
8372,2014-10-19,brun,32.0,13.0,32755.0,F,master,geologie,95.67,non,0
8373,2011-01-10,chatain,44.0,8.0,39038.0,F,licence,geologie,74.5,non,0
8374,2012-12-31,brun,23.0,12.0,37783.0,M,licence,detective,79.7,oui,1
8375,2014-06-06,chatain,30.0,12.0,33019.0,M,doctorat,forage,107.06,oui,0
8376,2012-10-26,chatain,40.0,7.0,38458.0,M,master,archeologie,57.86,non,1
8377,2010-11-05,brun,48.0,6.0,29226.0,F,master,detective,73.61,non,0
8378,2014-02-24,chatain,2.0,12.0,31271.0,F,doctorat,archeologie,116.57,oui,0
8379,2010-01-20,brun,28.0,5.0,29163.0,M,master,geologie,92.6,non,0
8380,2012-10-10,blond,40.0,8.0,36288.0,M,licence,forage,60.88,oui,0
8381,2013-02-05,blond,35.0,11.0,34444.0,M,,geologie,50.91,non,0
8382,2011-01-20,chatain,37.0,4.0,33419.0,F,master,geologie,65.16,non,0
8383,2012-11-10,brun,57.0,8.0,39594.0,F,licence,geologie,60.1,non,0
8384,2012-05-22,chatain,34.0,11.0,36767.0,F,doctorat,archeologie,,oui,0
8385,2014-07-11,brun,27.0,12.0,42426.0,M,licence,forage,69.35,oui,1
8386,2014-12-10,blond,42.0,11.0,29401.0,F,master,detective,103.16,oui,0
8387,2013-04-08,chatain,37.0,7.0,33439.0,M,master,geologie,68.39,non,0
8388,2014-02-13,blond,26.0,4.0,27116.0,M,master,geologie,75.27,non,0
8389,2010-05-23,brun,53.0,7.0,37387.0,M,master,forage,68.24,oui,0
8390,2012-09-18,blond,35.0,10.0,31616.0,M,licence,geologie,71.13,non,0
8391,2014-03-24,chatain,44.0,9.0,34928.0,F,master,geologie,82.19,non,0
8392,2012-06-26,roux,25.0,11.0,40137.0,F,bac,detective,54.97,non,0
8393,2013-08-01,chatain,35.0,7.0,43562.0,F,master,archeologie,80.83,oui,0
8394,2010-11-02,blond,36.0,9.0,39739.0,F,bac,archeologie,51.91,oui,0
8395,2014-04-13,chatain,44.0,12.0,25343.0,F,master,geologie,44.01,non,1
8396,2014-12-19,blond,45.0,10.0,36478.0,M,licence,forage,53.21,non,0
8397,2011-08-18,brun,30.0,13.0,32984.0,F,master,forage,83.06,oui,0
8398,2014-10-04,blond,45.0,13.0,30605.0,M,master,geologie,72.93,non,0
8399,2012-02-26,chatain,58.0,13.0,34009.0,M,doctorat,geologie,83.86,oui,0
8400,2010-02-14,brun,19.0,10.0,39211.0,F,master,archeologie,76.88,oui,0
8401,2014-03-07,brun,53.0,11.0,35527.0,M,licence,geologie,49.07,non,0
8402,2013-03-31,brun,28.0,10.0,32883.0,M,doctorat,archeologie,84.71,oui,1
8403,2014-06-24,brun,29.0,5.0,31957.0,M,master,detective,87.14,oui,1
8404,2011-03-22,chatain,28.0,7.0,36325.0,F,master,forage,84.66,oui,0
8405,2011-10-17,brun,24.0,3.0,41870.0,F,bac,detective,32.16,non,0
8406,2012-06-25,chatain,29.0,7.0,44020.0,F,master,forage,69.64,non,0
8407,2014-06-25,chatain,44.0,13.0,32404.0,F,master,forage,64.98,non,0
8408,2013-10-01,chatain,43.0,13.0,38822.0,F,doctorat,detective,101.91,oui,0
8409,2010-06-02,brun,38.0,5.0,38492.0,F,licence,detective,73.15,oui,0
8410,2012-02-01,blond,39.0,10.0,35927.0,F,licence,detective,82.54,non,1
8411,2012-09-10,roux,19.0,7.0,30561.0,M,bac,geologie,54.2,non,0
8412,2014-05-27,brun,38.0,10.0,38404.0,M,licence,forage,80.99,oui,1
8413,2012-11-03,chatain,34.0,6.0,41567.0,F,licence,forage,70.17,oui,0
8414,2013-07-17,chatain,39.0,9.0,37764.0,F,master,detective,,oui,0
8415,2011-08-02,brun,33.0,11.0,32268.0,M,doctorat,geologie,93.93,oui,0
8416,2013-04-30,brun,18.0,13.0,39632.0,M,licence,detective,,non,0
8417,2010-05-31,blond,34.0,5.0,32266.0,M,licence,geologie,68.23,non,0
8418,2010-08-31,chatain,39.0,7.0,36451.0,F,master,detective,74.73,non,0
8419,2014-06-10,brun,23.0,11.0,30211.0,F,doctorat,forage,126.35,oui,0
8420,2013-09-24,brun,46.0,13.0,26298.0,M,master,geologie,93.75,non,0
8421,2012-08-22,blond,27.0,11.0,34928.0,M,licence,forage,71.59,non,0
8422,2012-07-11,chatain,25.0,7.0,36774.0,M,master,forage,70.53,oui,1
8423,2010-02-24,blond,32.0,11.0,39287.0,M,bac,geologie,44.3,non,0
8424,2010-01-31,brun,28.0,11.0,37850.0,M,licence,geologie,76.04,non,0
8425,2011-07-18,roux,24.0,9.0,32992.0,M,bac,forage,58.36,non,0
8426,2013-11-18,brun,27.0,13.0,31627.0,M,master,detective,82.06,oui,0
8427,2014-08-24,brun,48.0,8.0,39418.0,M,master,forage,73.24,oui,0
8428,2013-04-06,blond,38.0,9.0,33295.0,F,licence,geologie,81.38,non,0
8429,2014-08-07,roux,28.0,7.0,41792.0,M,bac,forage,54.3,non,0
8430,2014-07-14,brun,30.0,1.0,33744.0,F,licence,geologie,74.57,non,0
8431,2011-09-02,chatain,33.0,10.0,42464.0,F,master,forage,92.92,oui,0
8432,2011-06-05,brun,39.0,13.0,42683.0,M,licence,forage,51.33,oui,0
8433,2012-12-19,brun,47.0,16.0,34570.0,F,licence,detective,72.8,non,0
8434,2013-02-03,brun,44.0,4.0,43188.0,M,master,archeologie,67.4,oui,0
8435,2010-12-30,,35.0,7.0,21813.0,F,doctorat,forage,128.22,oui,0
8436,2014-08-17,blond,35.0,1.0,34231.0,M,master,forage,74.31,oui,0
8437,2010-04-26,roux,35.0,9.0,40383.0,M,bac,geologie,52.18,non,0
8438,2010-05-04,chatain,37.0,10.0,30917.0,F,doctorat,detective,87.51,,0
8439,2011-02-27,chatain,44.0,10.0,36091.0,M,doctorat,detective,84.31,oui,0
8440,2013-09-02,chatain,28.0,8.0,39129.0,F,licence,geologie,58.09,non,0
8441,2012-12-10,blond,50.0,13.0,39706.0,M,licence,geologie,57.46,oui,0
8442,2014-03-22,brun,38.0,8.0,32830.0,M,licence,detective,78.9,non,1
8443,2014-09-14,brun,31.0,5.0,35468.0,M,licence,geologie,54.9,non,0
8444,2012-11-02,brun,42.0,12.0,34929.0,M,doctorat,detective,,oui,0
8445,2011-04-12,blond,25.0,15.0,33777.0,M,licence,detective,61.92,oui,0
8446,2012-07-08,brun,37.0,9.0,31160.0,F,master,forage,92.69,non,0
8447,2012-02-07,chatain,39.0,7.0,37421.0,F,master,geologie,56.01,oui,1
8448,2013-02-12,blond,42.0,12.0,35732.0,F,licence,detective,86.33,oui,0
8449,2012-07-19,blond,28.0,7.0,42575.0,M,bac,geologie,60.9,,0
8450,2013-09-14,brun,24.0,9.0,36502.0,F,bac,geologie,58.45,non,0
8451,2014-10-25,chatain,20.0,6.0,32955.0,F,master,detective,82.47,oui,0
8452,2014-10-31,blond,58.0,9.0,35274.0,M,licence,geologie,79.98,non,0
8453,2010-09-03,blond,33.0,8.0,36232.0,F,bac,detective,65.04,non,0
8454,2010-05-01,blond,33.0,10.0,35181.0,M,licence,archeologie,96.52,non,1
8455,2012-07-08,brun,27.0,9.0,37937.0,M,bac,geologie,51.38,non,0
8456,2013-12-24,brun,28.0,9.0,28957.0,M,master,geologie,79.13,non,0
8457,2011-04-24,chatain,24.0,9.0,31405.0,F,doctorat,detective,101.15,oui,0
8458,2011-04-26,blond,32.0,9.0,33141.0,M,bac,geologie,48.86,non,1
8459,2013-02-12,roux,34.0,9.0,29961.0,M,licence,forage,73.22,oui,0
8460,2013-05-03,blond,30.0,5.0,40763.0,M,master,geologie,95.37,oui,1
8461,2012-03-04,chatain,27.0,7.0,33058.0,M,master,geologie,72.55,non,0
8462,2010-06-19,brun,44.0,9.0,33397.0,M,master,geologie,73.31,non,0
8463,2014-06-29,brun,31.0,7.0,36880.0,M,licence,geologie,73.04,non,0
8464,2012-10-24,roux,44.0,7.0,36046.0,M,bac,geologie,56.19,non,0
8465,2012-03-17,brun,31.0,13.0,39487.0,M,licence,geologie,53.25,non,0
8466,2012-03-13,chatain,38.0,9.0,35538.0,F,licence,geologie,72.55,non,0
8467,2014-11-09,blond,31.0,8.0,39953.0,M,bac,forage,41.36,non,0
8468,2010-04-21,blond,45.0,5.0,29744.0,M,master,geologie,82.24,non,0
8469,2011-09-10,brun,18.0,10.0,36405.0,F,licence,forage,91.9,non,0
8470,2012-12-26,chatain,33.0,8.0,32679.0,M,master,geologie,79.89,non,0
8471,2012-12-08,blond,34.0,12.0,36043.0,M,bac,geologie,60.14,non,0
8472,2011-12-10,brun,31.0,15.0,39363.0,F,bac,geologie,65.4,non,0
8473,2012-10-25,brun,26.0,9.0,40582.0,M,licence,detective,58.31,oui,0
8474,2014-06-06,brun,34.0,3.0,34658.0,F,licence,detective,68.17,non,0
8475,2010-02-03,chatain,29.0,10.0,37995.0,M,master,forage,86.6,oui,0
8476,2014-04-21,brun,38.0,11.0,35921.0,F,licence,detective,65.37,non,0
8477,2011-01-18,blond,40.0,10.0,,M,master,detective,75.13,oui,0
8478,2013-10-17,blond,34.0,16.0,35470.0,M,licence,detective,92.48,non,1
8479,2013-06-05,brun,37.0,8.0,34194.0,M,licence,geologie,63.84,non,0
8480,2012-09-12,chatain,42.0,8.0,28360.0,F,doctorat,geologie,81.3,non,0
8481,2012-05-02,brun,32.0,8.0,40575.0,M,licence,geologie,58.14,non,0
8482,2012-09-09,brun,40.0,14.0,35683.0,F,licence,geologie,78.11,non,0
8483,2013-12-07,blond,35.0,12.0,35468.0,M,bac,geologie,67.04,non,0
8484,2013-08-30,brun,47.0,10.0,42473.0,,bac,forage,49.97,non,0
8485,2010-07-26,brun,25.0,9.0,35767.0,F,master,archeologie,57.53,oui,0
8486,2011-12-14,blond,18.0,18.0,33574.0,,licence,archeologie,61.41,oui,0
8487,2012-06-25,blond,24.0,15.0,25890.0,M,doctorat,forage,97.63,oui,0
8488,2011-04-02,chatain,35.0,8.0,33779.0,M,master,geologie,61.02,non,0
8489,2014-11-10,brun,48.0,8.0,33098.0,M,licence,geologie,68.87,non,1
8490,2013-03-07,blond,28.0,11.0,23124.0,M,master,geologie,88.02,non,0
8491,2012-02-20,blond,47.0,6.0,33292.0,F,licence,geologie,79.33,non,0
8492,2010-12-24,chatain,47.0,11.0,28567.0,F,licence,archeologie,52.84,non,1
8493,2011-12-11,brun,53.0,11.0,33769.0,M,master,forage,97.61,oui,0
8494,2013-06-16,blond,17.0,7.0,36682.0,M,bac,geologie,59.77,non,0
8495,2011-08-06,brun,38.0,10.0,38031.0,M,master,detective,82.69,oui,0
8496,2010-01-28,chatain,44.0,11.0,42645.0,F,master,geologie,80.06,non,0
8497,2014-02-02,brun,46.0,9.0,33819.0,F,master,detective,76.15,non,0
8498,2012-07-11,blond,36.0,10.0,35894.0,M,bac,forage,33.65,non,0
8499,2010-08-09,brun,36.0,11.0,39242.0,M,licence,forage,57.21,non,0
8500,2014-04-21,brun,31.0,7.0,40141.0,F,master,detective,112.57,oui,0
8501,2012-02-09,brun,33.0,8.0,34025.0,M,licence,archeologie,77.25,non,1
8502,2013-12-04,brun,33.0,10.0,35799.0,M,licence,geologie,65.26,non,0
8503,2012-08-06,roux,27.0,12.0,33647.0,M,bac,geologie,78.15,non,0
8504,2014-05-22,chatain,43.0,12.0,39124.0,F,licence,detective,54.65,non,1
8505,2013-04-28,brun,27.0,9.0,36656.0,F,master,forage,100.55,oui,0
8506,2013-06-25,blond,26.0,6.0,35376.0,M,master,geologie,98.02,oui,0
8507,2012-03-07,roux,42.0,11.0,38480.0,M,licence,geologie,54.14,oui,0
8508,2010-12-25,brun,34.0,7.0,29924.0,M,master,geologie,80.78,non,0
8509,2011-02-14,brun,32.0,10.0,30747.0,F,doctorat,archeologie,113.15,oui,0
8510,2014-05-27,blond,38.0,4.0,34801.0,M,licence,geologie,96.19,non,0
8511,2014-08-23,brun,31.0,6.0,34849.0,M,master,geologie,62.44,non,0
8512,2010-12-07,brun,19.0,9.0,25135.0,F,doctorat,detective,109.75,oui,0
8513,2010-12-01,blond,36.0,6.0,38281.0,M,master,geologie,78.25,oui,0
8514,2012-05-01,brun,39.0,9.0,36103.0,M,licence,geologie,68.0,non,0
8515,2011-09-17,chatain,50.0,9.0,39706.0,M,doctorat,forage,75.9,oui,0
8516,2012-01-15,chatain,34.0,7.0,40762.0,F,licence,detective,56.85,non,1
8517,2013-12-07,brun,29.0,10.0,37194.0,M,licence,geologie,46.87,non,0
8518,2014-08-30,chatain,43.0,7.0,28756.0,M,master,detective,65.65,non,1
8519,2010-02-18,blond,42.0,13.0,36680.0,F,bac,geologie,67.77,non,0
8520,2010-02-17,blond,16.0,8.0,34769.0,M,licence,geologie,71.38,oui,0
8521,2013-09-08,chatain,31.0,8.0,32943.0,F,master,geologie,69.46,non,0
8522,2011-06-21,chatain,32.0,8.0,30352.0,F,master,forage,104.97,oui,0
8523,2010-05-21,brun,45.0,10.0,40800.0,F,bac,forage,62.47,non,0
8524,2012-12-02,roux,30.0,16.0,35305.0,M,bac,geologie,54.56,non,0
8525,2010-06-04,chatain,44.0,7.0,35089.0,F,licence,archeologie,54.47,,1
8526,2011-07-13,chatain,45.0,13.0,32706.0,F,master,detective,84.56,oui,0
8527,2012-03-13,brun,26.0,8.0,28105.0,F,doctorat,detective,99.62,oui,0
8528,2014-11-06,brun,28.0,10.0,31363.0,F,master,geologie,102.77,non,0
8529,2014-10-12,chatain,31.0,15.0,33815.0,F,doctorat,forage,107.16,oui,0
8530,2014-06-09,blond,54.0,10.0,25472.0,M,licence,geologie,72.08,non,0
8531,2014-10-11,chatain,36.0,7.0,39264.0,F,licence,detective,90.17,oui,0
8532,2012-11-22,blond,29.0,13.0,31418.0,M,licence,forage,69.14,non,0
8533,2010-12-01,blond,37.0,10.0,31726.0,M,licence,geologie,74.63,non,0
8534,2010-06-22,chatain,37.0,7.0,38282.0,F,master,geologie,39.96,non,1
8535,2012-04-23,brun,35.0,12.0,34482.0,M,licence,archeologie,77.5,non,1
8536,2013-11-23,brun,44.0,11.0,35214.0,F,licence,detective,69.68,non,0
8537,2014-12-13,blond,41.0,9.0,31629.0,M,licence,geologie,74.34,non,0
8538,2014-11-23,blond,22.0,14.0,35192.0,M,bac,geologie,62.53,non,1
8539,2012-12-14,brun,43.0,6.0,33707.0,F,licence,forage,71.47,non,0
8540,2010-02-08,brun,62.0,2.0,38343.0,F,licence,geologie,53.16,non,0
8541,2011-04-17,blond,29.0,6.0,40350.0,M,licence,detective,72.92,oui,0
8542,2010-08-01,blond,35.0,13.0,31950.0,F,licence,geologie,84.74,non,0
8543,2012-08-07,chatain,39.0,7.0,36092.0,F,master,detective,84.69,non,0
8544,2013-06-29,blond,34.0,10.0,30213.0,M,licence,geologie,79.62,non,0
8545,2013-02-23,brun,37.0,7.0,33524.0,F,licence,geologie,72.68,non,0
8546,2014-12-21,brun,49.0,,34370.0,F,licence,geologie,72.62,non,0
8547,2011-06-01,chatain,42.0,9.0,25419.0,F,master,geologie,105.35,non,0
8548,2013-11-18,chatain,44.0,11.0,35429.0,F,licence,forage,58.26,non,0
8549,2010-07-04,brun,33.0,9.0,29212.0,M,master,geologie,63.7,non,1
8550,2010-10-03,chatain,61.0,11.0,35266.0,F,doctorat,forage,94.1,oui,0
8551,2010-09-09,blond,42.0,8.0,43972.0,M,licence,archeologie,65.97,oui,0
8552,2010-03-06,brun,28.0,6.0,39513.0,F,licence,forage,70.88,non,1
8553,2013-04-07,brun,51.0,7.0,34677.0,M,licence,geologie,57.21,non,0
8554,2013-02-05,blond,35.0,9.0,30362.0,F,bac,archeologie,74.92,non,1
8555,2012-10-27,chatain,41.0,9.0,38546.0,M,master,geologie,66.22,oui,1
8556,2014-07-28,chatain,39.0,7.0,27637.0,F,master,geologie,98.98,non,0
8557,2010-07-11,blond,37.0,15.0,37955.0,M,master,detective,71.4,oui,0
8558,2012-03-22,blond,27.0,15.0,32385.0,M,master,geologie,82.38,oui,1
8559,2011-09-21,brun,42.0,9.0,34523.0,F,licence,geologie,88.94,non,0
8560,2010-08-13,blond,38.0,16.0,36532.0,M,master,forage,71.87,oui,0
8561,2013-04-29,brun,45.0,7.0,41590.0,M,licence,detective,69.42,oui,0
8562,2010-10-28,chatain,34.0,9.0,39656.0,F,master,archeologie,86.13,oui,0
8563,2013-05-29,brun,33.0,3.0,31875.0,M,master,geologie,68.09,non,0
8564,2013-04-11,brun,29.0,10.0,38085.0,F,licence,geologie,103.87,oui,0
8565,2011-07-25,blond,46.0,9.0,27128.0,M,licence,geologie,49.7,non,0
8566,2011-01-04,blond,47.0,13.0,36058.0,M,licence,forage,61.69,oui,0
8567,2013-03-21,blond,31.0,9.0,36562.0,M,licence,forage,80.06,oui,1
8568,2014-01-19,brun,13.0,13.0,32179.0,M,master,geologie,80.28,oui,0
8569,2014-12-27,roux,35.0,,35593.0,M,licence,forage,62.85,oui,0
8570,2014-01-02,chatain,34.0,13.0,36017.0,F,doctorat,archeologie,77.29,oui,0
8571,2014-01-15,roux,21.0,9.0,26306.0,M,licence,geologie,66.92,non,0
8572,2011-11-23,chatain,26.0,7.0,27395.0,F,doctorat,geologie,85.99,non,1
8573,2013-12-25,brun,18.0,13.0,32627.0,M,master,forage,75.47,oui,0
8574,2012-10-02,brun,34.0,7.0,40493.0,M,master,forage,54.71,oui,0
8575,2011-07-25,blond,41.0,8.0,40159.0,M,licence,geologie,71.06,non,0
8576,2012-12-01,blond,47.0,6.0,27017.0,M,master,geologie,98.13,non,0
8577,2011-10-19,roux,35.0,16.0,30488.0,M,bac,forage,57.09,non,0
8578,2014-04-21,blond,38.0,13.0,38389.0,M,licence,geologie,74.71,oui,0
8579,2013-06-16,chatain,35.0,10.0,42258.0,M,licence,geologie,67.63,non,0
8580,2012-04-09,brun,30.0,12.0,37681.0,F,bac,archeologie,71.2,non,1
8581,2012-01-05,blond,20.0,11.0,21840.0,F,doctorat,detective,107.99,oui,0
8582,2010-12-14,blond,26.0,7.0,39470.0,M,licence,forage,57.18,non,0
8583,2010-06-05,brun,38.0,8.0,46753.0,M,bac,forage,64.93,non,0
8584,2010-12-09,roux,19.0,8.0,33123.0,M,licence,geologie,80.0,non,0
8585,2010-10-01,chatain,31.0,12.0,32225.0,F,doctorat,geologie,88.32,non,0
8586,2012-01-27,chatain,23.0,4.0,40717.0,F,master,detective,86.48,oui,0
8587,2011-08-15,blond,26.0,11.0,35760.0,M,licence,geologie,86.21,non,0
8588,2010-07-12,blond,24.0,10.0,30831.0,M,master,geologie,70.16,non,0
8589,2010-06-25,brun,35.0,7.0,33099.0,M,licence,geologie,77.72,non,0
8590,2012-12-21,brun,31.0,12.0,37219.0,M,master,geologie,64.07,non,0
8591,2012-05-04,blond,32.0,10.0,35027.0,M,licence,forage,76.31,oui,0
8592,2012-09-07,blond,37.0,8.0,35849.0,M,master,geologie,80.8,oui,0
8593,2013-01-15,blond,25.0,10.0,34033.0,F,bac,geologie,65.62,non,0
8594,2010-08-24,blond,37.0,11.0,33365.0,M,licence,geologie,76.49,non,0
8595,2011-07-30,blond,50.0,11.0,40275.0,M,bac,geologie,49.0,non,0
8596,2012-10-17,chatain,21.0,10.0,30042.0,F,master,forage,90.12,non,0
8597,2013-05-27,blond,37.0,9.0,28694.0,F,master,detective,105.76,oui,0
8598,2014-12-21,blond,45.0,8.0,31572.0,M,licence,geologie,76.02,non,0
8599,2013-07-15,roux,30.0,9.0,25353.0,F,bac,detective,100.22,non,0
8600,2013-09-27,brun,30.0,11.0,32643.0,M,doctorat,geologie,68.59,non,1
8601,2014-06-12,,25.0,13.0,35005.0,M,licence,geologie,81.02,non,0
8602,2012-07-24,chatain,44.0,9.0,27245.0,F,doctorat,geologie,112.0,non,0
8603,2010-11-27,,40.0,11.0,41625.0,F,licence,detective,63.87,non,0
8604,2013-10-09,blond,45.0,11.0,33123.0,M,,geologie,72.5,non,0
8605,2010-04-15,brun,63.0,11.0,31131.0,F,master,detective,104.39,oui,0
8606,2012-05-24,brun,53.0,6.0,36005.0,F,licence,geologie,58.74,non,0
8607,2010-01-14,roux,30.0,13.0,42972.0,M,bac,geologie,89.16,oui,0
8608,2012-05-04,brun,39.0,9.0,31433.0,F,master,geologie,101.31,non,0
8609,2010-04-03,blond,36.0,4.0,31799.0,M,licence,detective,94.87,non,1
8610,2011-06-12,brun,34.0,11.0,40405.0,M,master,forage,87.07,oui,0
8611,2013-12-17,blond,25.0,9.0,34692.0,M,licence,forage,83.47,non,0
8612,2010-12-30,chatain,41.0,11.0,35314.0,M,master,forage,65.32,oui,0
8613,2011-05-06,brun,49.0,12.0,36904.0,M,licence,geologie,76.86,non,0
8614,2011-11-12,brun,30.0,11.0,43578.0,F,bac,detective,70.92,non,0
8615,2012-06-12,blond,35.0,,42241.0,M,bac,geologie,45.44,non,0
8616,2011-10-11,brun,27.0,10.0,34133.0,M,master,geologie,67.15,non,0
8617,2010-04-04,brun,35.0,2.0,34112.0,M,licence,geologie,59.12,non,0
8618,2013-07-15,chatain,45.0,10.0,45691.0,M,master,forage,60.63,oui,0
8619,2013-03-27,chatain,47.0,10.0,33987.0,F,doctorat,forage,77.38,oui,0
8620,2010-03-10,roux,43.0,10.0,28370.0,M,licence,geologie,103.45,non,0
8621,2011-10-07,blond,42.0,13.0,34273.0,M,licence,geologie,55.43,non,0
8622,2013-07-22,blond,41.0,10.0,36381.0,M,licence,geologie,81.43,non,0
8623,2011-09-22,brun,44.0,4.0,42802.0,M,licence,geologie,50.27,non,0
8624,2014-08-30,brun,37.0,8.0,34778.0,F,licence,detective,58.46,non,0
8625,2012-12-08,chatain,15.0,8.0,39616.0,M,master,detective,52.57,oui,0
8626,2014-04-21,blond,28.0,8.0,38914.0,M,bac,geologie,52.6,non,0
8627,2012-10-02,roux,49.0,8.0,36117.0,M,bac,archeologie,108.86,non,1
8628,2010-06-03,chatain,35.0,9.0,45522.0,M,licence,geologie,48.85,non,0
8629,2011-10-24,brun,41.0,10.0,40339.0,M,licence,geologie,52.63,non,0
8630,2012-10-04,blond,8.0,6.0,24014.0,M,master,geologie,100.01,non,0
8631,2012-10-09,blond,27.0,9.0,32855.0,F,licence,detective,64.7,non,0
8632,2010-08-03,roux,36.0,9.0,36280.0,M,licence,geologie,106.42,oui,1
8633,2012-12-31,chatain,27.0,12.0,38355.0,M,licence,geologie,43.83,non,0
8634,2012-11-25,chatain,35.0,14.0,42825.0,M,master,forage,57.66,oui,0
8635,2014-07-04,blond,39.0,6.0,36507.0,F,licence,archeologie,91.28,oui,0
8636,2014-07-07,chatain,41.0,9.0,38493.0,F,master,detective,80.53,oui,0
8637,2011-11-03,chatain,29.0,7.0,34005.0,F,master,detective,95.32,non,0
8638,2011-12-20,chatain,,8.0,38922.0,M,master,geologie,59.89,non,0
8639,2014-10-26,blond,33.0,9.0,46252.0,M,bac,detective,58.95,oui,0
8640,2013-03-10,brun,59.0,14.0,35456.0,M,licence,geologie,89.89,non,0
8641,2010-08-28,chatain,42.0,14.0,36043.0,M,licence,geologie,63.35,non,0
8642,2014-01-07,brun,41.0,6.0,34675.0,F,master,archeologie,84.01,oui,0
8643,2013-06-07,chatain,45.0,10.0,34201.0,F,master,archeologie,81.76,oui,0
8644,2014-11-02,chatain,46.0,10.0,38726.0,M,master,detective,57.61,oui,0
8645,2011-08-06,brun,33.0,10.0,31328.0,M,master,geologie,62.21,non,0
8646,2010-06-11,blond,33.0,8.0,32697.0,M,master,geologie,79.35,non,0
8647,2012-09-25,blond,41.0,8.0,40054.0,M,licence,archeologie,69.4,oui,0
8648,2014-08-18,blond,36.0,9.0,28887.0,M,master,geologie,87.78,non,0
8649,2013-09-06,brun,41.0,13.0,36266.0,M,master,detective,75.61,oui,1
8650,2014-03-15,chatain,34.0,11.0,33555.0,M,doctorat,archeologie,81.91,oui,0
8651,2011-08-09,blond,33.0,10.0,29200.0,M,master,geologie,68.66,,0
8652,2011-07-07,roux,47.0,10.0,32965.0,M,licence,geologie,64.11,non,0
8653,2011-04-11,brun,45.0,12.0,27153.0,F,master,forage,77.65,non,0
8654,2011-03-15,brun,24.0,8.0,31602.0,F,licence,geologie,72.68,non,0
8655,2013-08-02,blond,45.0,13.0,31716.0,,licence,geologie,61.16,non,0
8656,2014-02-16,blond,35.0,3.0,36192.0,M,master,geologie,46.22,oui,0
8657,2010-11-11,chatain,34.0,13.0,30551.0,M,doctorat,geologie,101.83,oui,0
8658,2011-02-12,brun,36.0,15.0,36939.0,M,master,forage,73.63,oui,0
8659,2010-11-14,chatain,40.0,7.0,33976.0,F,master,detective,102.49,oui,0
8660,2014-01-19,,38.0,11.0,39470.0,M,licence,detective,56.46,oui,0
8661,2011-09-22,blond,38.0,15.0,32992.0,M,master,geologie,82.16,oui,1
8662,2011-05-23,brun,15.0,7.0,33554.0,M,master,geologie,63.88,non,0
